year,state,type,acres,total_acres_all_vegetables
2004,Delaware,unclassified_vegetables,2,6
2004,Florida,unclassified_vegetables,35,2379.5
2004,Georgia,unclassified_vegetables,45,495.427
2004,Hawaii,unclassified_vegetables,11.85,345.8475
2004,Idaho,unclassified_vegetables,197.85,266.38
2004,Illinois,unclassified_vegetables,29.97,119.59
2004,Indiana,unclassified_vegetables,0,89.05
2004,Iowa,unclassified_vegetables,71.05,204.7
2004,Kansas,unclassified_vegetables,46.3,76.3
2004,Kentucky,unclassified_vegetables,1,63.5
2004,Louisiana,unclassified_vegetables,0,1
2004,Maine,unclassified_vegetables,75,294.27
2004,Maryland,unclassified_vegetables,0.2,373.139
2004,Massachusetts,unclassified_vegetables,76.8,463.94
2004,Michigan,unclassified_vegetables,5,230.54
2004,Minnesota,unclassified_vegetables,960.48,1609.86
2004,Mississippi,unclassified_vegetables,0,0
2004,Missouri,unclassified_vegetables,37.5,58.5
2004,Montana,unclassified_vegetables,3,176
2004,Nebraska,unclassified_vegetables,2.5,67.25
2004,Nevada,unclassified_vegetables,0,14
2004,New Hampshire,unclassified_vegetables,0,178.9
2004,New Jersey,unclassified_vegetables,0,166.97
2004,New Mexico,unclassified_vegetables,220,527
2004,New York,unclassified_vegetables,4427.0464,4483.0464
2004,North Carolina,unclassified_vegetables,48.65,457.175
2004,North Dakota,unclassified_vegetables,111,111
2004,Ohio,unclassified_vegetables,114.3,601.3
2004,Oklahoma,unclassified_vegetables,0,163
2004,Oregon,unclassified_vegetables,1959.33,2306.2
2004,Pennsylvania,unclassified_vegetables,1,777.95
2004,Rhode Island,unclassified_vegetables,0,33
2004,South Carolina,unclassified_vegetables,0,32
2004,South Dakota,unclassified_vegetables,3.05,5.05
2004,Tennessee,unclassified_vegetables,0,42
2004,Texas,unclassified_vegetables,465,817
2004,Utah,unclassified_vegetables,0,193.9
2004,Vermont,unclassified_vegetables,0,824
2004,Virginia,unclassified_vegetables,0,213.5
2004,Washington,unclassified_vegetables,5831.5,6405.25
2004,West Virginia,unclassified_vegetables,1,63
2004,Wisconsin,unclassified_vegetables,527.696,960.427
2004,Wyoming,unclassified_vegetables,0,1
2005,Alabama,unclassified_vegetables,0,4
2005,Alaska,unclassified_vegetables,0,19
2005,Arizona,unclassified_vegetables,167,3638.94
2005,Arkansas,unclassified_vegetables,0,35.6
2005,California,unclassified_vegetables,12571,58327.37
2005,Colorado,unclassified_vegetables,1633.2,1956.78
2005,Connecticut,unclassified_vegetables,11.97,168.31
2005,Delaware,unclassified_vegetables,0,1
2005,Florida,unclassified_vegetables,35,2139.5
2005,Georgia,unclassified_vegetables,91,605.837
2005,Hawaii,unclassified_vegetables,1.5,304.7375
2005,Idaho,unclassified_vegetables,30.9,148.78
2005,Illinois,unclassified_vegetables,43.75,357.25
2005,Indiana,unclassified_vegetables,0,41.05
2005,Iowa,unclassified_vegetables,12.5,166.7
2005,Kansas,unclassified_vegetables,10,26.75
2005,Kentucky,unclassified_vegetables,0,24.5
2005,Louisiana,unclassified_vegetables,0,11
2005,Maine,unclassified_vegetables,75,293.71
2005,Maryland,unclassified_vegetables,0,360.7509
2005,Massachusetts,unclassified_vegetables,99.92,498.97
2005,Michigan,unclassified_vegetables,57.5,98.5
2005,Minnesota,unclassified_vegetables,486.17,749.73
2005,Mississippi,unclassified_vegetables,0,7.75
2005,Missouri,unclassified_vegetables,0,39
2005,Montana,unclassified_vegetables,4,183
2005,Nebraska,unclassified_vegetables,34,53
2005,Nevada,unclassified_vegetables,0,14
2005,New Hampshire,unclassified_vegetables,0,216.4
2005,New Jersey,unclassified_vegetables,0,236.645
2005,New Mexico,unclassified_vegetables,221,643
2005,New York,unclassified_vegetables,2926.45,2952.45
2005,North Carolina,unclassified_vegetables,316.85,640.445
2005,North Dakota,unclassified_vegetables,65.15,65.15
2005,Ohio,unclassified_vegetables,9,581.2
2005,Oklahoma,unclassified_vegetables,0,180
2005,Oregon,unclassified_vegetables,3320,3737
2005,Pennsylvania,unclassified_vegetables,0,868.8
2005,Rhode Island,unclassified_vegetables,1.2,40.5
2005,South Carolina,unclassified_vegetables,0,52.8
2005,South Dakota,unclassified_vegetables,27.25,29.25
2005,Tennessee,unclassified_vegetables,1,43
2005,Texas,unclassified_vegetables,325.5,624.5
2005,Utah,unclassified_vegetables,0,193.9
2005,Vermont,unclassified_vegetables,0,963
2005,Virginia,unclassified_vegetables,0,4859.4
2005,Washington,unclassified_vegetables,10154,10331
2005,West Virginia,unclassified_vegetables,1,63
2005,Wisconsin,unclassified_vegetables,571.81,927.89
2005,Wyoming,unclassified_vegetables,0,0
2006,Alabama,unclassified_vegetables,0,4
2006,Alaska,unclassified_vegetables,0,0
2006,Arizona,unclassified_vegetables,2962,3217
2006,Arkansas,unclassified_vegetables,10,10
2006,California,unclassified_vegetables,17119.3,61703.649999999994
2006,Colorado,unclassified_vegetables,923.03,1938.51
2006,Connecticut,unclassified_vegetables,0,188.17000000000002
2006,Delaware,unclassified_vegetables,0,2
2006,Florida,unclassified_vegetables,132,3182.5
2006,Georgia,unclassified_vegetables,84,760
2006,Hawaii,unclassified_vegetables,0,213.51999999999998
2006,Idaho,unclassified_vegetables,31,149.5
2006,Illinois,unclassified_vegetables,1018.06,1338.86
2006,Indiana,unclassified_vegetables,160.85,173.35
2006,Iowa,unclassified_vegetables,4,132.95
2006,Kansas,unclassified_vegetables,5.73,22.98
2006,Kentucky,unclassified_vegetables,0,33.5
2006,Louisiana,unclassified_vegetables,0,12
2006,Maine,unclassified_vegetables,0,722
2006,Maryland,unclassified_vegetables,0,211.27
2006,Massachusetts,unclassified_vegetables,0,590.9
2006,Michigan,unclassified_vegetables,102.44,276.14
2006,Minnesota,unclassified_vegetables,1002.66,1199.25
2006,Mississippi,unclassified_vegetables,0,3
2006,Missouri,unclassified_vegetables,40,48.8
2006,Montana,unclassified_vegetables,2.25,179.25
2006,Nebraska,unclassified_vegetables,454.5,1402
2006,Nevada,unclassified_vegetables,3,33
2006,New Hampshire,unclassified_vegetables,0,197.75
2006,New Jersey,unclassified_vegetables,112,684
2006,New Mexico,unclassified_vegetables,126,305
2006,New York,unclassified_vegetables,1782.44,1814.44
2006,North Carolina,unclassified_vegetables,342,902
2006,North Dakota,unclassified_vegetables,108.5,134
2006,Ohio,unclassified_vegetables,61.6,569.35
2006,Oklahoma,unclassified_vegetables,215,215
2006,Oregon,unclassified_vegetables,3874,4373
2006,Pennsylvania,unclassified_vegetables,18.13,826.13
2006,Rhode Island,unclassified_vegetables,0.2,75.8
2006,South Carolina,unclassified_vegetables,0,0
2006,South Dakota,unclassified_vegetables,3,79.56
2006,Tennessee,unclassified_vegetables,40,42
2006,Texas,unclassified_vegetables,2026.31,2291.23
2006,Utah,unclassified_vegetables,0,0
2006,Vermont,unclassified_vegetables,0,936
2006,Virginia,unclassified_vegetables,0,322
2006,Washington,unclassified_vegetables,0,14274.08
2006,West Virginia,unclassified_vegetables,1,63
2006,Wisconsin,unclassified_vegetables,530.74,781.4300000000001
2006,Wyoming,unclassified_vegetables,0.5,0.5
2007,Alabama,unclassified_vegetables,0,9
2007,Alaska,unclassified_vegetables,0,0
2007,Arizona,unclassified_vegetables,863.35,3436.35
2007,Arkansas,unclassified_vegetables,10,33.25
2007,California,unclassified_vegetables,27884.26,78470.81
2007,Colorado,unclassified_vegetables,923,1977
2007,Connecticut,unclassified_vegetables,0,199.17000000000002
2007,Delaware,unclassified_vegetables,0,39
2007,Florida,unclassified_vegetables,2648,3308.5
2007,Georgia,unclassified_vegetables,1200,2113
2007,Hawaii,unclassified_vegetables,0,133.39
2007,Idaho,unclassified_vegetables,3.5,32.75
2007,Illinois,unclassified_vegetables,324,381.6
2007,Indiana,unclassified_vegetables,78.64,124.19
2007,Iowa,unclassified_vegetables,0,195.49
2007,Kansas,unclassified_vegetables,14.1,82.55
2007,Kentucky,unclassified_vegetables,0,0
2007,Louisiana,unclassified_vegetables,0,11
2007,Maine,unclassified_vegetables,0,633
2007,Maryland,unclassified_vegetables,0,268.8
2007,Massachusetts,unclassified_vegetables,0,629
2007,Michigan,unclassified_vegetables,991.26,1416.47
2007,Minnesota,unclassified_vegetables,602.8,888.49
2007,Mississippi,unclassified_vegetables,10,12
2007,Missouri,unclassified_vegetables,256,276.25
2007,Montana,unclassified_vegetables,2.2,85.45
2007,Nebraska,unclassified_vegetables,587.5,1195.5
2007,Nevada,unclassified_vegetables,630.98,661.98
2007,New Hampshire,unclassified_vegetables,0,267
2007,New Jersey,unclassified_vegetables,296.5,413.5
2007,New Mexico,unclassified_vegetables,776,954
2007,New York,unclassified_vegetables,2236.7,2237.7
2007,North Carolina,unclassified_vegetables,140.21,659.73
2007,North Dakota,unclassified_vegetables,64,102.5
2007,Ohio,unclassified_vegetables,17.47,1226.55
2007,Oklahoma,unclassified_vegetables,236,236
2007,Oregon,unclassified_vegetables,4819,5272
2007,Pennsylvania,unclassified_vegetables,4.75,1048.17
2007,Rhode Island,unclassified_vegetables,0.2,117.5
2007,South Carolina,unclassified_vegetables,0,193
2007,South Dakota,unclassified_vegetables,7.17,110.42
2007,Tennessee,unclassified_vegetables,86,208
2007,Texas,unclassified_vegetables,1750.93,1935.8400000000001
2007,Utah,unclassified_vegetables,0,211
2007,Vermont,unclassified_vegetables,0,903
2007,Virginia,unclassified_vegetables,120,367.65
2007,Washington,unclassified_vegetables,17668,18176
2007,West Virginia,unclassified_vegetables,0,0
2007,Wisconsin,unclassified_vegetables,367.34,588.73
2007,Wyoming,unclassified_vegetables,0,0
2008,Alabama,unclassified_vegetables,0,11
2008,Alaska,unclassified_vegetables,0,23.7
2008,Arizona,unclassified_vegetables,5436.8,11287.34
2008,Arkansas,unclassified_vegetables,101,108
2008,California,unclassified_vegetables,39308.21,91914.95999999999
2008,Colorado,unclassified_vegetables,2300,3554.05
2008,Connecticut,unclassified_vegetables,0,157.47
2008,Delaware,unclassified_vegetables,0,39
2008,Florida,unclassified_vegetables,2648,3620
2008,Georgia,unclassified_vegetables,661,1875
2008,Hawaii,unclassified_vegetables,102.83,230.70999999999998
2008,Idaho,unclassified_vegetables,0,47.95
2008,Illinois,unclassified_vegetables,118.3,225.39999999999998
2008,Indiana,unclassified_vegetables,0,111.22
2008,Iowa,unclassified_vegetables,8.2,229.32999999999998
2008,Kansas,unclassified_vegetables,17.2,27.1
2008,Kentucky,unclassified_vegetables,60,60
2008,Louisiana,unclassified_vegetables,0.02,12.03
2008,Maine,unclassified_vegetables,0,757
2008,Maryland,unclassified_vegetables,0,249.65
2008,Massachusetts,unclassified_vegetables,0,629.69
2008,Michigan,unclassified_vegetables,974.6,1403.89
2008,Minnesota,unclassified_vegetables,723.2,1010.5600000000001
2008,Mississippi,unclassified_vegetables,10,12
2008,Missouri,unclassified_vegetables,115,159.26999999999998
2008,Montana,unclassified_vegetables,2.25,96.85
2008,Nebraska,unclassified_vegetables,749.2,757.2
2008,Nevada,unclassified_vegetables,0,31
2008,New Hampshire,unclassified_vegetables,0,360.2
2008,New Jersey,unclassified_vegetables,257.6,374.6
2008,New Mexico,unclassified_vegetables,288.5,491
2008,New York,unclassified_vegetables,3201.54,3469.17
2008,North Carolina,unclassified_vegetables,1737.94,2372.94
2008,North Dakota,unclassified_vegetables,200.4,232.60000000000002
2008,Ohio,unclassified_vegetables,3.1,454.34000000000003
2008,Oklahoma,unclassified_vegetables,236,236
2008,Oregon,unclassified_vegetables,5209,5789
2008,Pennsylvania,unclassified_vegetables,9,1552.42
2008,Rhode Island,unclassified_vegetables,0.3,120.39999999999999
2008,South Carolina,unclassified_vegetables,0,122
2008,South Dakota,unclassified_vegetables,4.12,6.12
2008,Tennessee,unclassified_vegetables,86,208
2008,Texas,unclassified_vegetables,1681.89,1901.46
2008,Utah,unclassified_vegetables,0,211
2008,Vermont,unclassified_vegetables,0,914
2008,Virginia,unclassified_vegetables,120.5,397.1
2008,Washington,unclassified_vegetables,17599.85,18294.449999999997
2008,West Virginia,unclassified_vegetables,0,11.98
2008,Wisconsin,unclassified_vegetables,144.25,454.39
2008,Wyoming,unclassified_vegetables,0,0.1
2010,Alabama,unclassified_vegetables,0,273.279998779297
2010,Alaska,unclassified_vegetables,0,0
2010,Arizona,unclassified_vegetables,1691.24996185303,7403.1798450946835
2010,Arkansas,unclassified_vegetables,3,26.5
2010,California,unclassified_vegetables,22123.2609863281,100336.47404678105
2010,Colorado,unclassified_vegetables,2089.28999999166,3249.8399983315967
2010,Connecticut,unclassified_vegetables,0.600000023841858,205.86999682903286
2010,Delaware,unclassified_vegetables,45.3199996948242,50.0699996948242
2010,Florida,unclassified_vegetables,836.239990234375,4679.769927978521
2010,Georgia,unclassified_vegetables,274.879999995232,2132.900019526482
2010,Hawaii,unclassified_vegetables,122.830001831055,308.3200020742419
2010,Idaho,unclassified_vegetables,22.4300003051758,171.33000183105472
2010,Illinois,unclassified_vegetables,172.899999976158,338.295001085326
2010,Indiana,unclassified_vegetables,5.61999988555908,247.6200002646449
2010,Iowa,unclassified_vegetables,35.5200004577637,351.2300015926363
2010,Kansas,unclassified_vegetables,10,23.84999990463257
2010,Kentucky,unclassified_vegetables,23.3700008392334,87.8700008392334
2010,Louisiana,unclassified_vegetables,0,24
2010,Maine,unclassified_vegetables,0,537.079999923706
2010,Maryland,unclassified_vegetables,0,731.8899965286259
2010,Massachusetts,unclassified_vegetables,449.100006103516,1434.5200256347657
2010,Michigan,unclassified_vegetables,283.124001860619,450.7440017741922
2010,Minnesota,unclassified_vegetables,100.35000038147,698.4200153326988
2010,Mississippi,unclassified_vegetables,0,14
2010,Missouri,unclassified_vegetables,0,85.289999961853
2010,Montana,unclassified_vegetables,2.25999999046326,90.25999999046326
2010,Nebraska,unclassified_vegetables,273.759999990463,279.0599999897924
2010,Nevada,unclassified_vegetables,800,3421.499999523163
2010,New Hampshire,unclassified_vegetables,0,300
2010,New Jersey,unclassified_vegetables,373,403.710000038147
2010,New Mexico,unclassified_vegetables,141.119995117188,321.7700004577646
2010,New York,unclassified_vegetables,106.799998760223,2873.309998568599
2010,North Carolina,unclassified_vegetables,563.000009156764,2366.800007058677
2010,North Dakota,unclassified_vegetables,487,529.3099999427795
2010,Ohio,unclassified_vegetables,20.4899997711182,421.43999409675644
2010,Oklahoma,unclassified_vegetables,112,285
2010,Oregon,unclassified_vegetables,1515.60000610352,4548.080004908152
2010,Pennsylvania,unclassified_vegetables,572.249987602234,1439.5466614723205
2010,Rhode Island,unclassified_vegetables,0,38.5399993133545
2010,South Carolina,unclassified_vegetables,0,240
2010,South Dakota,unclassified_vegetables,121.5,122.25
2010,Tennessee,unclassified_vegetables,0,2462.35009765625
2010,Texas,unclassified_vegetables,126.480001211166,502.89700342513623
2010,Utah,unclassified_vegetables,36,192
2010,Vermont,unclassified_vegetables,1143,1143
2010,Virginia,unclassified_vegetables,18.4700003787875,1089.270028382763
2010,Washington,unclassified_vegetables,1856.5000244379,3372.700022913511
2010,West Virginia,unclassified_vegetables,0,37
2010,Wisconsin,unclassified_vegetables,279.849999904633,3020.5499489313343
2010,Wyoming,unclassified_vegetables,0,0
2011,Alabama,unclassified_vegetables,0,0
2011,Alaska,unclassified_vegetables,0,0
2011,Arizona,unclassified_vegetables,3020.61010742188,9021.270142555246
2011,Arkansas,unclassified_vegetables,0,133
2011,California,unclassified_vegetables,23730.0477294922,88724.23900026089
2011,Colorado,unclassified_vegetables,2072.31999999285,3264.310002472254
2011,Connecticut,unclassified_vegetables,0.800000011920929,244.30000692606006
2011,Delaware,unclassified_vegetables,0,58.0099983215332
2011,Florida,unclassified_vegetables,685.239990234375,4591.969879150391
2011,Georgia,unclassified_vegetables,270.025001525879,2229.8499571979073
2011,Hawaii,unclassified_vegetables,572.849975585938,1014.5299713611614
2011,Idaho,unclassified_vegetables,25.7000007629395,232.1000022888186
2011,Illinois,unclassified_vegetables,155.5,412.46499884128565
2011,Indiana,unclassified_vegetables,0,147.4600008726125
2011,Iowa,unclassified_vegetables,32.7700004577637,456.5799964666371
2011,Kansas,unclassified_vegetables,15,32.5
2011,Kentucky,unclassified_vegetables,0,62.5
2011,Louisiana,unclassified_vegetables,0,30.25
2011,Maine,unclassified_vegetables,0,522.079999923706
2011,Maryland,unclassified_vegetables,0.200000002980232,744.2350042983892
2011,Massachusetts,unclassified_vegetables,450,1332.4999876022341
2011,Michigan,unclassified_vegetables,362.994004249573,645.1590073443948
2011,Minnesota,unclassified_vegetables,704.480000019073,1536.3199743777514
2011,Mississippi,unclassified_vegetables,0,17.5
2011,Missouri,unclassified_vegetables,0,241.0599975585941
2011,Montana,unclassified_vegetables,3,482.0499999523163
2011,Nebraska,unclassified_vegetables,136,195.24999856948853
2011,Nevada,unclassified_vegetables,820,3561.499999523163
2011,New Hampshire,unclassified_vegetables,0,329
2011,New Jersey,unclassified_vegetables,418,512.710000038147
2011,New Mexico,unclassified_vegetables,57.5200004577637,174.0599975585938
2011,New York,unclassified_vegetables,129.649998188019,2322.079997999598
2011,North Carolina,unclassified_vegetables,2708.47009277344,4471.449125289924
2011,North Dakota,unclassified_vegetables,7.69999980926514,206.27999687194801
2011,Ohio,unclassified_vegetables,34.5,602.2999956160783
2011,Oklahoma,unclassified_vegetables,2,259
2011,Oregon,unclassified_vegetables,1452.30501174927,4576.765013562514
2011,Pennsylvania,unclassified_vegetables,674.029987335205,1646.589994430542
2011,Rhode Island,unclassified_vegetables,5.09999990463257,60.799999952316284
2011,South Carolina,unclassified_vegetables,0,240
2011,South Dakota,unclassified_vegetables,3,102.40000000596046
2011,Tennessee,unclassified_vegetables,98.1999969482422,732.7999725341801
2011,Texas,unclassified_vegetables,122.720001220703,1334.5370204448745
2011,Utah,unclassified_vegetables,3,24
2011,Vermont,unclassified_vegetables,1053,1053
2011,Virginia,unclassified_vegetables,2.5,1195.2200154811105
2011,Washington,unclassified_vegetables,2102.50001955032,3916.700018025931
2011,West Virginia,unclassified_vegetables,0,65.5
2011,Wisconsin,unclassified_vegetables,325.299999952316,3633.039978742595
2011,Wyoming,unclassified_vegetables,0,3.4300000667572
